Coluna1,Coluna2,Coluna3,Coluna4,Coluna5
Women,2020,McHugh Ally,USA,04:42.5
Women,2020,Ge Chutong,CHN,04:43.0
Women,2020,Ichinohe Mao,JPN,04:43.1
Women,2020,Wang Jiayin,CHN,04:43.2
Women,2020,Muroki Mina,JPN,04:43.3
Women,2020,Kashiwazaki Sayaka,JPN,04:43.5
Women,2020,Jakabos Zsuzsanna,HUN,04:43.7
Women,2020,Ye Shiwen,CHN,04:43.9
Women,2020,Vazquez Ruiz Alba,ESP,04:44.0
Women,2020,Zavadova Barbora,CZE,04:44.4
Women,2020,Wood Abbie,GBR,04:44.5
Women,2020,Miley Hannah,GBR,04:44.6
Women,2020,Polonsky Lea,ISR,04:44.9
Women,2020,Kajimoto Ichika,JPN,04:44.9
Women,2020,Ertan Deniz,TUR,04:45.0
Women,2020,Forrester Jenna,AUS,04:45.1
Women,2020,Pfeifer Genevieve,USA,04:45.1
Women,2020,Dixon Zoe,USA,04:45.2
Women,2020,Sheble Grace,USA,04:45.2
Women,2020,Trombetti Luisa,ITA,04:45.2
Women,2020,Smith Leah,USA,04:45.3
Women,2020,Evans Blair,AUS,04:45.5
Women,2020,Belmonte Garcia Mireia,ESP,04:45.6
Women,2020,Grangeon Lara,FRA,04:45.6
Women,2020,Tadder Samantha,USA,04:45.7
Women,2020,Essam Jacinta,AUS,04:45.8
Women,2020,Zavaros Mabel,CAN,04:46.0
Women,2020,Gyorgy Reka,HUN,04:46.1
Women,2020,Makino Hiroko,JPN,04:46.1
Women,2020,Rasmussen Mya,NZL,04:46.2
Women,2020,Jung Ha-Eun,KOR,04:46.2
Women,2020,Corro Lorente Catalina,ESP,04:46.3
Women,2020,Glenister Michaella,GBR,04:46.3
Women,2020,Nyiradi Reka,HUN,04:46.4
Women,2020,Franceschi Sara,ITA,04:46.4
Women,2020,Galat Bethany,USA,04:46.5
Women,2020,Denigan Mariah,USA,04:46.6
Women,2020,Kingsley Megan,USA,04:46.7
Women,2020,Smith Summer,USA,04:46.7
Women,2020,Yokota Sao,JPN,04:46.7
Women,2020,Gasson Helena D,NZL,04:46.8
Women,2020,Shanahan Katie,GBR,04:46.9
Women,2020,Szabo-Feltothy Eszter,HUN,04:47.1
Women,2020,Barksdale Emma,USA,04:47.2
Women,2020,Meder Rebecca,RSA,04:47.4
Women,2020,Grimes Kathryn,USA,04:47.6
Women,2020,Yin Jiahe,CHN,04:47.7
Women,2020,Chernysheva Anna,RUS,04:47.7
Women,2020,Hook Charlotte,USA,04:47.7
Women,2020,Zhang Yifan,CHN,04:47.8
Women,2020,Zhang Yi,CHN,04:47.8
Women,2020,Tissandie Camille,FRA,04:47.8
Women,2020,Hufnagl Claudia,AUT,04:47.8
Women,2020,Goerigk Giulia,GER,04:48.0
Women,2020,KAZAWA YUI,JPN,04:48.0
Women,2020,Caldwell Sophie,AUS,04:48.0
Women,2020,Ugolkova Maria,SUI,04:48.0
Women,2020,Colbert Freya,GBR,04:48.4
Women,2020,Sasaki Anna,JPN,04:48.5
Women,2020,Matsumoto Shiho,JPN,04:48.6
Women,2020,Sumida Maria Eduarda,BRA,04:48.7
Women,2020,Krivonogova Irina,RUS,04:48.8
Women,2020,Mccarville Kate,USA,04:48.8
Women,2020,Wang Xinya,CHN,04:48.8
Women,2020,Wang Xin Ya,CHN,04:48.8
Women,2020,Irisawa Mana,JPN,04:48.9
Women,2020,Du Xuan,CHN,04:48.9
Women,2020,Vogelmann Zoe,GER,04:49.0
Women,2020,Panchishko Krystyna,UKR,04:49.0
Women,2020,Patetta Ludovica,ITA,04:49.0
Women,2020,Suzuki Ayami,JPN,04:49.1
Women,2020,Perez Blanco Jimena,ESP,04:49.3
Women,2020,McMurray Olivia,USA,04:49.5
Women,2020,Hentke Franziska,GER,04:49.5
Women,2020,Juste Sanchez Paula,ESP,04:49.6
Women,2020,Duncan Sophie,USA,04:49.6
Women,2020,Delmas Justine,FRA,04:49.6
Women,2020,Gomez Cortes Beatriz,ESP,04:49.8
Women,2020,Csulak Lia,CLB,04:49.8
Women,2020,Nguyen Thi Anh Vien,VIE,04:49.9
Women,2020,Bach Helena Rosendahl,DEN,04:50.0
Women,2020,Song Zixin,CHN,04:50.0
Women,2020,Tanaka Yuki,JPN,04:50.0
Women,2020,Matts Katie,GBR,04:50.1
Women,2020,Li Tian Hao,CHN,04:50.2
Women,2020,Polieri Alessia,ITA,04:50.4
Women,2020,McIntosh Summer,CLB,04:50.4
Women,2020,Toni Carlotta,ITA,04:50.5
Women,2020,Kritzinger Tiana,CLB,04:50.5
Women,2020,Duraes Diana Margarida,POR,04:50.6
Women,2020,Sims Arabella,CLB,04:50.6
Women,2020,Ratti Martina,ITA,04:50.6
Women,2020,Delmenico Mela,CLB,04:50.7
Women,2020,Walshe Ellen,IRL,04:50.8
Women,2020,Capitanio Alessia,ITA,04:50.9
Women,2020,Satou Rio,JPN,04:50.9
Women,2020,Bardach Virginia,ARG,04:50.9
Women,2020,Tanaka Yui,JPN,04:50.9
Women,2020,Gonzalez Hermosillo Monika,MEX,04:51.1
Women,2020,Qian Xinan,CHN,04:51.1
Women,2020,Gunes Viktoria Zeynep,TUR,04:51.2
Women,2020,Sorokina Anastasia,RUS,04:51.3
Women,2020,Azuma Mizuki,JPN,04:51.3
Women,2020,Tacyildiz Defne,TUR,04:51.5
Women,2020,Andison Bailey,CAN,04:51.5
Women,2020,Yager Alexis,USA,04:51.6
Women,2020,Ramsay Ella,AUS,04:51.6
Women,2020,Li Peiqi,CHN,04:51.7
Women,2020,Carrasco Cadens Emma,CLB,04:51.8
Women,2020,Lee Hee Eun,KOR,04:52.0
Women,2020,Booker Lily,GBR,04:52.0
Women,2020,Liu Haiyun,CHN,04:52.1
Women,2020,Trnikova Nikoleta,SVK,04:52.1
Women,2020,Tanaka Mizuki,JPN,04:52.2
Women,2020,Marini Alice,ITA,04:52.4
Women,2020,Goodwin Isabelle,CLB,04:52.6
Women,2020,Denisenko Aleksandra,RUS,04:52.6
Women,2020,Nystrand Lisa,CLB,04:52.7
Women,2020,Sullivan Erica,USA,04:52.7
Women,2020,Olivan Mercader Aina,ESP,04:52.9
Women,2020,Nunan Amanda,USA,04:52.9
Women,2020,Zamorano Sanz Africa,ESP,04:53.0
Women,2020,Muir Emilie,AUS,04:53.0
Women,2020,Franquinet Ambre,BEL,04:53.1
Women,2020,Yang Chang,CHN,04:53.2
Women,2020,Tucker Dakota,CLB,04:53.3
Women,2020,Kozaki Momoe,JPN,04:53.3
Women,2020,SYOJI TOMOYO,JPN,04:53.4
Women,2020,Hosper Lotte,NED,04:53.4
Women,2020,Jansen Ella,CLB,04:53.4
Women,2020,Okamura Hitomi,JPN,04:53.6
Women,2020,Hong Junghwa,CLB,04:53.6
Women,2020,Bolognese Giada,CLB,04:53.7
Women,2020,Verzi Marta,ITA,04:53.7
Women,2020,Liu Mengyang,CHN,04:53.7
Women,2020,Ermakova Valeriia,RUS,04:53.7
Women,2020,Katzer Danika,USA,04:53.8
Women,2020,Adams Orla,IRL,04:54.0
Women,2020,Hirata Moeka,JPN,04:54.0
Women,2020,Arikawa Moyu,JPN,04:54.2
Women,2020,Ressencourt Lilou,CLB,04:54.3
Women,2020,Fitzhenry Francesca,AUS,04:54.4
Women,2020,Ownbey Hannah,CLB,04:54.4
Women,2020,Wu Jue,CHN,04:54.5
Women,2020,Fresia Francesca,ITA,04:54.5
Women,2020,Noi Tamaki,JPN,04:54.6
Women,2020,Zhao Jing,CHN,04:54.6
Women,2020,Garcia Marin Laura,ESP,04:54.7
Women,2020,Fontana Chiara,ITA,04:54.7
Women,2020,Yamashita Hiromi,JPN,04:54.8
Women,2020,Roberts Taryn,CLB,04:54.8
Women,2020,Gastaldi Anita,ITA,04:54.8
Women,2020,Messel Kellie,GER,04:54.9
Women,2020,Kater Julia,CLB,04:54.9
Women,2020,Otero Fernandez Paula,ESP,04:54.9
Women,2020,Namazova Marina,RUS,04:54.9
Women,2020,Kane Amelia,IRL,04:55.0
Women,2020,Maluka Ieva,LAT,04:55.0
Women,2020,Keegan Amber,GBR,04:55.1
Women,2020,Gotou Mayuko,JPN,04:55.1
Women,2020,Siqueira Almeida Nathalia,BRA,04:55.1
Women,2020,Brown Yvonne,GBR,04:55.2
Women,2020,Duus Mia Steen,DEN,04:55.2
Women,2020,Andre Angelica Maria,POR,04:55.4
Women,2020,Martin Fernandez Ainhoa,CLB,04:55.4
Women,2020,Katagiri Yuuki,JPN,04:55.5
Women,2020,Mcenroe Annika,CLB,04:55.5
Women,2020,Harrison Lexi,CLB,04:55.6
Women,2020,Satou Shiori,JPN,04:55.7
Women,2020,KIMURA AOI,JPN,04:55.9
Women,2020,Bell Amy,GBR,04:55.9
Women,2020,Miyashita Momoko,JPN,04:55.9
Women,2020,Nagasawa Minami,JPN,04:56.0
Women,2020,Ruotsalainen Vilma,CLB,04:56.1
Women,2020,Herbert Bailey,CAN,04:56.2
Women,2020,Varley Beatrice,GBR,04:56.2
Women,2020,Broekhoven Lana,CLB,04:56.2
Women,2020,Arevallo Salinas Samantha,ECU,04:56.2
Women,2020,Yamamoto Rina,JPN,04:56.4
Women,2020,Snell Madeline,AUS,04:56.4
Women,2020,Le Thao,VIE,04:56.4
Women,2020,Weyant Gracie,CLB,04:56.6
Women,2020,Nikiforova Angelina,RUS,04:56.7
Women,2020,Zhu Leijie,CHN,04:56.7
Women,2020,Hurtado Sirera Carla,ESP,04:56.8
Women,2020,Sheridan Calypso,AUS,04:56.8
Women,2020,Hofland Niamh,NED,04:56.8
Women,2020,Lyons Collette,CLB,04:56.8
Women,2020,Brendzan Olivia,CLB,04:56.9
Women,2020,Yoshihara Ami,JPN,04:57.0
Women,2020,Obara Amane,JPN,04:57.1
Women,2020,Dring Lucy,CLB,04:57.1
Women,2020,Clare Olivia,GBR,04:57.3
Women,2020,Randle Samantha,RSA,04:57.4
Women,2020,Nikolaeva Kalina,BUL,04:57.5
Women,2020,Grabowski Lena,AUT,04:57.6
Women,2020,Herkle Kim Emely,GER,04:57.6
Women,2020,Vaskevich Anastasiya,BLR,04:57.7
Women,2020,Martin Fernandez Leire,CLB,04:57.7
Women,2020,Reyna Alexa,CLB,04:57.7
Women,2020,Kanasashi Yuuka,JPN,04:57.8
Men,2020,Dressel Caeleb,USA,21.51
Men,2020,Morozov Vladimir,RUS,21.55
Men,2020,Manaudou Florent,FRA,21.56
Men,2020,de Boer Thom,NED,21.74
Men,2020,Fratus Bruno,BRA,21.77
Men,2020,Lobanovskii Maksim,HUN,21.77
Men,2020,Yu Hexin,CHN,21.79
Men,2020,Gkolomeev Kristian,GRE,21.86
Men,2020,Adrian Nathan,USA,21.88
Men,2020,Andrew Michael,USA,21.89
Men,2020,Mignon Clement,FRA,21.91
Men,2020,Miressi Alessandro,ITA,21.93
Men,2020,Shioura Shinri,JPN,21.96
Men,2020,Bukhov Vladyslav,UKR,21.97
Men,2020,Hayden Brent,CAN,21.97
Men,2020,Korstanje Nyls,NED,21.98
Men,2020,Tandy Bradley,RSA,22.01
Men,2020,Simons Kenzo,NED,22.02
Men,2020,Proud Benjamin,GBR,22.04
Men,2020,ARRUABARRENA MAYOR Unai,CLB,22.05
Men,2020,Bori Alessandro,ITA,22.05
Men,2020,Seeliger Bjorn,SWE,22.06
Men,2020,Cheruti Meiron Amir,ISR,22.06
Men,2020,Matsui Kosuke,JPN,22.07
Men,2020,Apple Zach,USA,22.08
Men,2020,Grousset Maxime,FRA,22.09
Men,2020,Deplano Leonardo,ITA,22.1
Men,2020,SAKAI KOUSHIROU,JPN,22.11
Men,2020,Chadwick Michael,USA,22.12
Men,2020,Nemeth Nandor,HUN,22.14
Men,2020,Liukkonen Ari-Pekka,FIN,22.15
Men,2020,Kawane Masahiro,JPN,22.16
Men,2020,Yang Jeong Du,KOR,22.16
Men,2020,Pijnenburg Stan,NED,22.16
Men,2020,Nascimento Miguel Duarte,POR,22.16
Men,2020,Nakamura Katsumi,JPN,22.18
Men,2020,Puts Jesse,NED,22.18
Men,2020,Scott Duncan,GBR,22.21
Men,2020,Kuzmenko Ivan,RUS,22.21
Men,2020,McEvoy Cameron,AUS,22.23
Men,2020,Govorov Andriy,UKR,22.24
Men,2020,Vergani Andrea,ITA,22.26
Men,2020,Condorelli Santo,ITA,22.27
Men,2020,Meladinis Odyssefs,GRE,22.28
Men,2020,Tanaka Yuya,JPN,22.28
Men,2020,Sameh Abdelrahman,EGY,22.28
Men,2020,MARKOV Daniil,RUS,22.28
Men,2020,SZABO Szebasztian,HUN,22.28
Men,2020,Bilis Simonas,LTU,22.29
Men,2020,Held Ryan,USA,22.29
Men,2020,Bain Calum,IRL,22.29
Men,2020,Pickett Michael,NZL,22.31
Men,2020,Tsurkin Yauhen,BLR,22.32
Men,2020,Tjon-A-Joe Renzo,SUR,22.33
Men,2020,Zazzeri Lorenzo,ITA,22.33
Men,2020,Sedov Evgeny,RUS,22.36
Men,2020,Cumberlidge David,GBR,22.37
Men,2020,Ji Yuchan,CLB,22.37
Men,2020,Buscaglia Guido,ARG,22.37
Men,2020,Rylov Evgeny,RUS,22.38
Men,2020,Cartwright Jack,AUS,22.39
Men,2020,Kraska Jakub,POL,22.4
Men,2020,Tan Jonathan Eu Jin,SGP,22.42
Men,2020,Gigler Heiko,AUT,22.44
Men,2020,Minakov Andrei,RUS,22.45
Men,2020,Ho Ian Yentou,HKG,22.46
Men,2020,Shevtsov Sergii,UKR,22.46
Men,2020,Timmers Pieter,BEL,22.46
Men,2020,Howard Robert,USA,22.47
Men,2020,NAKAO Syunishi,JPN,22.48
Men,2020,Kino Kazuki,JPN,22.49
Men,2020,Kisil Yuri,CAN,22.49
Men,2020,Varakin Alexandr,KAZ,22.49
Men,2020,Peixoto Lucas,BRA,22.49
Men,2020,Miljenic Nikola,CRO,22.49
Men,2020,Curtiss David,USA,22.5
Men,2020,Mestre Alberto,VEN,22.5
Men,2020,Hwang Sun-Woo,KOR,22.5
Men,2020,Chalmers Kyle,AUS,22.51
Men,2020,Liendo Joshua,CAN,22.51
Men,2020,Linnyk Illia,UKR,22.51
Men,2020,Frigo Manuel,ITA,22.51
Men,2020,Seki Kaiya,JPN,22.51
Men,2020,Grinev Vladislav,RUS,22.52
Men,2020,Spajari Pedro,BRA,22.53
Men,2020,Townsend Louis,AUS,22.53
Men,2020,Dotto Luca,ITA,22.53
Men,2020,Fraser Brett,CAY,22.54
Men,2020,Machekin Artyom,BLR,22.54
Men,2020,Kawasaki Syun,JPN,22.54
Men,2020,Teong Tzen Wei,SGP,22.54
Men,2020,Keblys Jokubas,LTU,22.55
Men,2020,Fesikov Sergey,RUS,22.56
Men,2020,Dubinin Vladimir,RUS,22.56
Men,2020,Rihoux Charles,FRA,22.56
Men,2020,Namba Akira,JPN,22.57
Men,2020,Roberts James,AUS,22.57
Men,2020,Blake Jonte,AUS,22.58
Men,2020,Ohyama Tomoaki,JPN,22.58
Men,2020,OYAMA TAKERU,JPN,22.58
Men,2020,Vimercati Leonardo,ITA,22.59
Men,2020,Legard Yusuke,GBR,22.59
Men,2020,Nakamura Yuusuke,JPN,22.6
Men,2020,Khalafalla Ali,EGY,22.61
Men,2020,Fildebrandt Christoph,GER,22.61
Men,2020,Knabl Alexander,AUT,22.61
Men,2020,Bocchia Federico,ITA,22.62
Men,2020,Martinez Enzo,URU,22.62
Men,2020,Segura Juan Francisco,ESP,22.62
Men,2020,Pieroni Blake,USA,22.63
Men,2020,Morgan David,AUS,22.63
Men,2020,Matsumoto Katsuhiro,JPN,22.64
Men,2020,Becker Bowen,USA,22.64
Men,2020,Yurkevych Yuriy,CLB,22.65
Men,2020,Vendrame Ivano,ITA,22.65
Men,2020,Zhang Jia,CHN,22.65
Men,2020,Zhao Xianjian,CHN,22.65
Men,2020,Konno Taisuke,JPN,22.67
Men,2020,Hunter Daniel,NZL,22.67
Men,2020,Saruyama Shota,JPN,22.68
Men,2020,Henx Julien,LUX,22.69
Men,2020,Imajyou Takumi,JPN,22.69
Men,2020,Guth Guillaume,FRA,22.69
Men,2020,Aerents Jasper,BEL,22.7
Men,2020,FUKUSHIGE TOMONARI,JPN,22.7
Men,2020,Tursunov Khurshidjon,UZB,22.7
Men,2020,Schlesinger Marcus,ISR,22.7
Men,2020,Izzo Giovanni,ITA,22.7
Men,2020,Kim Jihyun,KOR,22.71
Men,2020,Stolk Kyle,NED,22.71
Men,2020,Bell Grayson,AUS,22.71
Men,2020,Molacek Jacob,USA,22.72
Men,2020,Liu Shaofeng,CHN,22.72
Men,2020,Yang Jintong,CHN,22.72
Men,2020,Glinta Robert,ROU,22.72
Men,2020,Rico Peng Marcos,ESP,22.72
Men,2020,He Junyi,CHN,22.73
Men,2020,Decoursey Kyle,USA,22.74
Men,2020,Arbuzov Andrey,RUS,22.74
Men,2020,Orsi Marco,ITA,22.74
Men,2020,Popovici David,CLB,22.74
Men,2020,Gutmann Georg,RUS,22.75
Men,2020,Latkin Anton,BLR,22.76
Men,2020,Kitayama Kouga,JPN,22.76
Men,2020,Lee Sangsu,KOR,22.76
Men,2020,Gyarfas Bence,HUN,22.76
Men,2020,Burdisso Federico,ITA,22.78
Men,2020,Ji Xinjie,CHN,22.79
Men,2020,Temple Matthew,AUS,22.79
Men,2020,Sahnoune Oussama,ALG,22.8
Men,2020,Voloshin Anton,RUS,22.8
Men,2020,Rennolls Henry,CLB,22.82
Men,2020,de Meulemeester Sebastien,BEL,22.82
Men,2020,Wang Lizhuo,CHN,22.82
Men,2020,Ishiguro Tomoki,JPN,22.82
Men,2020,Lewis Clyde,AUS,22.82
Men,2020,Selin Artem,GER,22.83
Men,2020,Reitshammer Bernhard,AUT,22.83
Men,2020,Lee Mikkel,SGP,22.83
Men,2020,Schreuders Mikel,ARU,22.84
Men,2020,Quintero Cristian,VEN,22.84
Men,2020,Shatalov Daniil,RUS,22.85
Men,2020,Rodriguez Gastanaga Beltran,ESP,22.85
Men,2020,Kishida Masayuki,JPN,22.85
Men,2020,House Grant,USA,22.86
Men,2020,Grunberger Robin,AUT,22.86
Men,2020,Shen Jianqiang,CHN,22.86
Men,2020,Franceschi Nicolo,CLB,22.86
Men,2020,Cheon Hohyun,KOR,22.87
Men,2020,Kim Minjoon,CLB,22.87
Men,2020,Guy James,GBR,22.88
Men,2020,Higuchi Youta,JPN,22.88
Men,2020,Thorpe Jack,GBR,22.89
Men,2020,Seo Minsuk,KOR,22.89
Men,2020,Liess Nils,SUI,22.89
Men,2020,Ervin Anthony,USA,22.9
Men,2020,Jackson Tate,USA,22.9
Men,2020,Zoulalian Nicolas,SUI,22.9
Men,2020,Holoda Peter,HUN,22.91
Men,2020,Southam Flynn,CLB,22.91
Men,2020,Erasmus Douglas,RSA,22.92
Men,2020,Jackson Abeiku,GHA,22.92
Men,2020,Thijs Thomas,BEL,22.92
Men,2020,Molla Yanes Mario,ESP,22.92
Men,2020,Kai Kosuke,JPN,22.92
Men,2020,Prochazka Roman,CZE,22.92
Men,2020,Chaney Adam,USA,22.93
Men,2020,Lile Nathan,USA,22.93
Men,2020,Sakci H.Emre,TUR,22.95
Men,2020,Kaneko Ryudai,JPN,22.95
Men,2020,Mori Motohide,JPN,22.95
Men,2020,Babik Barna,CLB,22.95
Men,2020,Zaytsev Danil,EST,22.96
Men,2020,Cvetko Luka,CLB,22.96
Men,2020,Huang Junyi,CHN,22.96
Men,2020,Maher Zach,CLB,22.96
Men,2020,He Jianbin,CHN,22.97
Men,2020,Conte Bonin Paolo,ITA,22.97
Men,2020,Borisavljevic Alexis,BEL,22.98
Men,2020,Wu Chun Feng,TPE,22.98
Men,2020,Marchese Davide,ITA,22.98
Men,2020,Yan Weize,CHN,22.98
Men,2020,Korolev Nikita,RUS,22.98
Men,2020,Nikolic Uros,SRB,22.98
Men,2020,Parkinson Jarvis,GBR,22.99
Men,2020,Bowen Alex,GBR,22.99
Men,2020,Ichikawa Takatsugu,JPN,22.99
Men,2020,Lebois Pierre,CLB,22.99
Men,2020,Phantsulaya George,CLB,23
Men,2020,Armbruster Ben,CLB,23
Men,2020,Berg Eischeid Moritz,ESP,23
Men,2020,Minakov Andrei,RUS,47.57
Men,2020,Chalmers Kyle,AUS,47.99
Men,2020,Nemeth Nandor,HUN,48.08
Men,2020,Miressi Alessandro,ITA,48.15
Men,2020,Hwang Sun-Woo,KOR,48.25
Men,2020,Morozov Vladimir,RUS,48.32
Men,2020,Grinev Vladislav,RUS,48.33
Men,2020,Tursunov Khurshidjon,UZB,48.36
Men,2020,Yu Hexin,CHN,48.44
Men,2020,Scott Duncan,GBR,48.49
Men,2020,Nakamura Katsumi,JPN,48.5
Men,2020,Kraska Jakub,POL,48.57
Men,2020,Cartwright Jack,AUS,48.58
Men,2020,Stjepanovic Velimir,SRB,48.59
Men,2020,Apple Zach,USA,48.59
Men,2020,Adrian Nathan,USA,48.62
Men,2020,Dressel Caeleb,USA,48.63
Men,2020,Grousset Maxime,FRA,48.65
Men,2020,Ceccon Thomas,ITA,48.65
Men,2020,Manaudou Florent,FRA,48.67
Men,2020,Vendrame Ivano,ITA,48.7
Men,2020,Hou Yujie,CHN,48.7
Men,2020,Jackson Tate,USA,48.72
Men,2020,Frigo Manuel,ITA,48.75
Men,2020,Barna Andrej,SRB,48.75
Men,2020,Pijnenburg Stan,NED,48.75
Men,2020,Shioura Shinri,JPN,48.77
Men,2020,Milak Kristof,HUN,48.77
Men,2020,He Junyi,CHN,48.77
Men,2020,Mignon Clement,FRA,48.78
Men,2020,Matsumoto Katsuhiro,JPN,48.79
Men,2020,Shchegolev Aleksandr,RUS,48.81
Men,2020,Zazzeri Lorenzo,ITA,48.81
Men,2020,Kawane Masahiro,JPN,48.83
Men,2020,Miladinov Josif,BUL,48.83
Men,2020,Fraser Brett,CAY,48.9
Men,2020,Bori Alessandro,ITA,48.93
Men,2020,Shevtsov Sergii,UKR,48.94
Men,2020,Seki Kaiya,JPN,48.95
Men,2020,Huang Junyi,CHN,48.96
Men,2020,Farris Dean,USA,48.97
Men,2020,Timmers Pieter,BEL,48.99
Men,2020,Held Ryan,USA,48.99
Men,2020,Pieroni Blake,USA,49
Men,2020,Majchrzak Kacper,POL,49.02
Men,2020,Chadwick Michael,USA,49.03
Men,2020,Matsui Kosuke,JPN,49.04
Men,2020,SZABO Szebasztian,HUN,49.04
Men,2020,Nascimento Miguel Duarte,POR,49.04
Men,2020,Korstanje Nyls,NED,49.06
Men,2020,Mizohata Juran,JPN,49.1
Men,2020,Seliskar Andrew,USA,49.11
Men,2020,Seeliger Bjorn,SWE,49.12
Men,2020,Cheruti Meiron Amir,ISR,49.12
Men,2020,Yang Jintong,CHN,49.13
Men,2020,Kisil Yuri,CAN,49.15
Men,2020,Kusch Marius,GER,49.15
Men,2020,Graham Alexander,AUS,49.15
Men,2020,Ji Xinjie,CHN,49.16
Men,2020,Dubinin Vladimir,RUS,49.16
Men,2020,Berol Julien,FRA,49.16
Men,2020,Bilis Simonas,LTU,49.16
Men,2020,McEvoy Cameron,AUS,49.17
Men,2020,Vekovishchev Mikhail,RUS,49.18
Men,2020,Shatalov Daniil,RUS,49.18
Men,2020,Townsend Louis,AUS,49.19
Men,2020,Iga Jorge,MEX,49.2
Men,2020,Fildebrandt Christoph,GER,49.25
Men,2020,Rap?ys Danas,LTU,49.25
Men,2020,Popovici David,CLB,49.26
Men,2020,Rihoux Charles,FRA,49.28
Men,2020,Temple Matthew,AUS,49.28
Men,2020,Stolk Kyle,NED,49.29
Men,2020,Zhilkin Andrey,RUS,49.3
Men,2020,Yoshida Fuyu,JPN,49.3
Men,2020,Djakovic Antonio,SUI,49.3
Men,2020,Lewis Clyde,AUS,49.31
Men,2020,Chierighini Marcelo,BRA,49.32
Men,2020,Schreuders Mikel,ARU,49.32
Men,2020,MARKOV Daniil,RUS,49.34
Men,2020,Fesikov Sergey,RUS,49.36
Men,2020,Rylov Evgeny,RUS,49.36
Men,2020,Thormeyer Markus,CAN,49.36
Men,2020,Junior Marco Antonio,BRA,49.36
Men,2020,Grabich Federico,ARG,49.36
Men,2020,Haas Townley,USA,49.37
Men,2020,Mityukov Roman,SUI,49.38
Men,2020,Condorelli Santo,ITA,49.39
Men,2020,Piszczorowicz Bartosz,POL,49.4
Men,2020,Yanagimoto Kounosuke,JPN,49.41
Men,2020,Samusenko Pavel,RUS,49.42
Men,2020,de Boer Thom,NED,49.42
Men,2020,Marcourt Alexandre,BEL,49.42
Men,2020,Spajari Pedro,BRA,49.44
Men,2020,Liess Nils,SUI,49.44
Men,2020,Hayden Brent,CAN,49.46
Men,2020,Wang Shun,CHN,49.47
Men,2020,House Grant,USA,49.47
Men,2020,Gigler Heiko,AUT,49.47
Men,2020,Wierling Damian,GER,49.48
Men,2020,Girev Ivan,RUS,49.49
Men,2020,Guy James,GBR,49.53
Men,2020,Ryan Shane,IRL,49.53
Men,2020,Dovgalyuk Mikhail,RUS,49.53
Men,2020,Skamaroshka Ruslan,BLR,49.53
Men,2020,Deplano Leonardo,ITA,49.54
Men,2020,Yang Jeong Du,KOR,49.54
Men,2020,Loktev Denis,ISR,49.54
Men,2020,Mc Millan Jack,IRL,49.55
Men,2020,Puts Jesse,NED,49.56
Men,2020,Bukhov Vladyslav,UKR,49.57
Men,2020,Ishizaki Keisuke,JPN,49.61
Men,2020,Berg Eischeid Moritz,ESP,49.62
Men,2020,Tsurkin Yauhen,BLR,49.63
Men,2020,Zorzetto Devid,ITA,49.63
Men,2020,Quintero Cristian,VEN,49.63
Men,2020,Lee Yooyeon,KOR,49.64
Men,2020,Furukawa Hiroki,JPN,49.65
Men,2020,de Meulemeester Sebastien,BEL,49.65
Men,2020,Metella Mehdy,FRA,49.65
Men,2020,Southam Flynn,CLB,49.65
Men,2020,Howard Robert,USA,49.66
Men,2020,Kitayama Kouga,JPN,49.66
Men,2020,Simons Kenzo,NED,49.67
Men,2020,Cao Jiwen,CHN,49.68
Men,2020,Pinfold Brett,USA,49.69
Men,2020,Takahashi Kotaro,JPN,49.69
Men,2020,Castro Valle Cesar,ESP,49.69
Men,2020,Namba Akira,JPN,49.7
Men,2020,Arevalo Rubio Francisco,ESP,49.71
Men,2020,De Celis Montalban Sergio,ESP,49.71
Men,2020,Tan Jonathan Eu Jin,SGP,49.72
Men,2020,Croenen Louis,BEL,49.74
Men,2020,Zombori Gabor,HUN,49.74
Men,2020,Pothain Jordan,FRA,49.74
Men,2020,Machekin Artyom,BLR,49.76
Men,2020,Nikolic Uros,SRB,49.76
Men,2020,Guth Guillaume,FRA,49.76
Men,2020,Decoursey Kyle,USA,49.77
Men,2020,Brzoskowski Maarten,NED,49.77
Men,2020,Liu Shaofeng,CHN,49.78
Men,2020,Thijs Thomas,BEL,49.8
Men,2020,Cumberlidge David,GBR,49.8
Men,2020,Di Cola Stefano,ITA,49.8
Men,2020,Ress Justin,USA,49.81
Men,2020,Conte Bonin Paolo,ITA,49.81
Men,2020,Ehara Naito,JPN,49.82
Men,2020,Dotto Luca,ITA,49.82
Men,2020,Amagasaki Uryu,JPN,49.83
Men,2020,Lobanovskii Maksim,HUN,49.84
Men,2020,Izzo Giovanni,ITA,49.86
Men,2020,Cohen Groumi Gal,ISR,49.86
Men,2020,Unlu Baturalp,TUR,49.87
Men,2020,Sakata Reo,JPN,49.88
Men,2020,Ballo Stefano,ITA,49.89
Men,2020,Piron Thomas,FRA,49.89
Men,2020,Murphy Ryan,USA,49.9
Men,2020,Zhavoronkov Dmitrii,CLB,49.9
Men,2020,Buscaglia Guido,ARG,49.9
Men,2020,Hertz Joshua,AUS,49.91
Men,2020,Prochazka Roman,CZE,49.91
Men,2020,Miroslaw Rafael,GER,49.93
Men,2020,Orsi Marco,ITA,49.94
Men,2020,Magnini Filippo,ITA,49.94
