Count;Course;Event;Cod;Gender;Date;Time;Athlete;Country;Meet;City;Nation;Type;Birthday;days;Age
2576;LCM;4x100m medley;23;Men;31/07/1992;3:36.93;OLSEN, Jon;USA;Olympic Games;Barcelona;ESP;Relay;25/04/1969;8498 ;23 years, 97 days
2577;LCM;4x100m medley;23;Men;26/07/1996;3:34.84;ROUSE, Jeff;USA;Olympic Games;Atlanta, Georgia;USA;Relay;06/12/1970;9364 ;25 years, 233 days
2578;LCM;4x100m medley;23;Men;26/07/1996;3:34.84;LINN, Jeremy;USA;Olympic Games;Atlanta, Georgia;USA;Relay;06/01/1975;7872 ;21 years, 202 days
2579;LCM;4x100m medley;23;Men;26/07/1996;3:34.84;HENDERSON, Mark;USA;Olympic Games;Atlanta, Georgia;USA;Relay;14/11/1969;9751 ;26 years, 255 days
2580;LCM;4x100m medley;23;Men;26/07/1996;3:34.84;HALL Jr., Gary;USA;Olympic Games;Atlanta, Georgia;USA;Relay;26/09/1974;7974 ;21 years, 304 days
2581;LCM;4x100m medley;23;Men;23/09/2000;3:33.73;KRAYZELBURG, Lenny;USA;Olympic Games;Sydney, New South Wales;AUS;Relay;28/09/1975;9127 ;24 years, 361 days
2582;LCM;4x100m medley;23;Men;23/09/2000;3:33.73;MOSES, Ed;USA;Olympic Games;Sydney, New South Wales;AUS;Relay;07/06/1980;7413 ;20 years, 108 days
2583;LCM;4x100m medley;23;Men;23/09/2000;3:33.73;CROCKER, Ian;USA;Olympic Games;Sydney, New South Wales;AUS;Relay;31/08/1982;6598 ;18 years, 23 days
2584;LCM;4x100m medley;23;Men;23/09/2000;3:33.73;HALL Jr., Gary;USA;Olympic Games;Sydney, New South Wales;AUS;Relay;26/09/1974;9494 ;25 years, 363 days
2585;LCM;4x100m medley;23;Men;29/08/2002;3:33.48;PEIRSOL, Aaron;USA;Pan Pacific Championships;Yokohama;JPN;Relay;23/07/1983;6977 ;19 years, 37 days
2586;LCM;4x100m medley;23;Men;29/08/2002;3:33.48;HANSEN, Brendan;USA;Pan Pacific Championships;Yokohama;JPN;Relay;15/08/1981;7684 ;21 years, 14 days
2587;LCM;4x100m medley;23;Men;29/08/2002;3:33.48;PHELPS, Michael;USA;Pan Pacific Championships;Yokohama;JPN;Relay;30/06/1985;6269 ;17 years, 60 days
2588;LCM;4x100m medley;23;Men;29/08/2002;3:33.48;LEZAK, Jason;USA;Pan Pacific Championships;Yokohama;JPN;Relay;12/11/1975;9787 ;26 years, 290 days
2589;LCM;4x100m medley;23;Men;27/07/2003;3:31.54;PEIRSOL, Aaron;USA;World Championships;Barcelona;ESP;Relay;23/07/1983;7309 ;20 years, 4 days
2590;LCM;4x100m medley;23;Men;27/07/2003;3:31.54;HANSEN, Brendan;USA;World Championships;Barcelona;ESP;Relay;15/08/1981;8016 ;21 years, 346 days
2591;LCM;4x100m medley;23;Men;27/07/2003;3:31.54;CROCKER, Ian;USA;World Championships;Barcelona;ESP;Relay;31/08/1982;7635 ;20 years, 330 days
2592;LCM;4x100m medley;23;Men;27/07/2003;3:31.54;LEZAK, Jason;USA;World Championships;Barcelona;ESP;Relay;12/11/1975;10119 ;27 years, 257 days
2593;LCM;4x100m medley;23;Men;21/08/2004;3:30.68;PEIRSOL, Aaron;USA;Olympic Games;Athina;GRE;Relay;23/07/1983;7700 ;21 years, 29 days
2594;LCM;4x100m medley;23;Men;21/08/2004;3:30.68;HANSEN, Brendan;USA;Olympic Games;Athina;GRE;Relay;15/08/1981;8407 ;23 years, 6 days
2595;LCM;4x100m medley;23;Men;21/08/2004;3:30.68;CROCKER, Ian;USA;Olympic Games;Athina;GRE;Relay;31/08/1982;8026 ;21 years, 356 days
2596;LCM;4x100m medley;23;Men;21/08/2004;3:30.68;LEZAK, Jason;USA;Olympic Games;Athina;GRE;Relay;12/11/1975;10510 ;28 years, 283 days
2597;LCM;4x100m medley;23;Men;17/08/2008;3:29.34;PEIRSOL, Aaron;USA;Olympic Games;Beijing;CHN;Relay;23/07/1983;9157 ;25 years, 25 days
2598;LCM;4x100m medley;23;Men;17/08/2008;3:29.34;HANSEN, Brendan;USA;Olympic Games;Beijing;CHN;Relay;15/08/1981;9864 ;27 years, 2 days
2599;LCM;4x100m medley;23;Men;17/08/2008;3:29.34;PHELPS, Michael;USA;Olympic Games;Beijing;CHN;Relay;30/06/1985;8449 ;23 years, 48 days
2600;LCM;4x100m medley;23;Men;17/08/2008;3:29.34;LEZAK, Jason;USA;Olympic Games;Beijing;CHN;Relay;12/11/1975;11967 ;32 years, 279 days
2601;LCM;4x100m medley;23;Men;02/08/2009;3:27.28;PEIRSOL, Aaron;USA;World Championships;Roma, Lazio;ITA;Relay;23/07/1983;9507 ;26 years, 10 days
2602;LCM;4x100m medley;23;Men;02/08/2009;3:27.28;SHANTEAU, Eric;USA;World Championships;Roma, Lazio;ITA;Relay;01/10/1983;9437 ;25 years, 305 days
2603;LCM;4x100m medley;23;Men;02/08/2009;3:27.28;PHELPS, Michael;USA;World Championships;Roma, Lazio;ITA;Relay;30/06/1985;8799 ;24 years, 33 days
2604;LCM;4x100m medley;23;Men;02/08/2009;3:27.28;WALTERS, David;USA;World Championships;Roma, Lazio;ITA;Relay;27/09/1987;7980 ;21 years, 309 days
2605;LCM;4x100m medley;23;Men;01/08/2021;3:26.78;MURPHY, Ryan;USA;Olympic Games;Tokyo;JPN;Relay;02/07/1995;9527 ;26 years, 30 days
2606;LCM;4x100m medley;23;Men;01/08/2021;3:26.78;ANDREW, Michael;USA;Olympic Games;Tokyo;JPN;Relay;18/04/1999;8141 ;22 years, 105 days
2607;LCM;4x100m medley;23;Men;01/08/2021;3:26.78;DRESSEL, Caeleb;USA;Olympic Games;Tokyo;JPN;Relay;16/08/1996;9116 ;24 years, 350 days
2608;LCM;4x100m medley;23;Men;01/08/2021;3:26.78;APPLE, Zach;USA;Olympic Games;Tokyo;JPN;Relay;23/04/1997;8866 ;24 years, 100 days
2609;SCM;50m freestyle;1;Women;04/11/1992;24.75;VAN ALMSICK, Franziska;GER;;Schw bisch Gm nd, Germany;;Individual;05/04/1978;5327 ;14 years, 213 days
2610;SCM;50m freestyle;1;Women;03/12/1993;24.62;LE, Jingyi;CHN;World Championships;Palma de Mallorca, Spain;;Individual;19/03/1975;6834 ;18 years, 259 days
2611;SCM;50m freestyle;1;Women;03/12/1993;24.23;LE, Jingyi;CHN;World Championships;Palma de Mallorca, Spain;;Individual;19/03/1975;6834 ;18 years, 259 days
2612;SCM;50m freestyle;1;Women;11/12/1999;24.09;ALSHAMMAR, Therese;SWE;European Championships;Lisbon, Portugal;;Individual;26/08/1977;8142 ;22 years, 107 days
2613;SCM;50m freestyle;1;Women;18/03/2000;23.59;ALSHAMMAR, Therese;SWE;World Championships;Athens, Greece;;Individual;26/08/1977;8240 ;22 years, 205 days
2614;SCM;50m freestyle;1;Women;17/11/2007;23.58;VELDHUIS, Marleen;NED;World Cup;Berlin, Germany;;Individual;29/06/1979;10368 ;28 years, 141 days
2615;SCM;50m freestyle;1;Women;13/04/2008;23.25;VELDHUIS, Marleen;NED;World Championships;Manchester, United Kingdom;;Individual;29/06/1979;10516 ;28 years, 289 days
2616;SCM;50m freestyle;1;Women;07/08/2013;23.24;KROMOWIDJOJO, Ranomi;NED;World Cup;Eindhoven, Netherlands;;Individual;20/08/1990;8388 ;22 years, 352 days
2617;SCM;50m freestyle;1;Women;12/12/2015;23.24;KROMOWIDJOJO, Ranomi;NED;Duel in the Pool;Indianapolis, United States;;Individual;20/08/1990;9245 ;25 years, 114 days
2618;SCM;50m freestyle;1;Women;02/08/2017;23.10;SJOESTROEM, Sarah;SWE;World Cup;Moscow, Russia;;Individual;17/08/1993;8751 ;23 years, 350 days
2619;SCM;50m freestyle;1;Women;07/08/2017;22.93;KROMOWIDJOJO, Ranomi;NED;World Cup;Berlin, Germany;;Individual;20/08/1990;9849 ;26 years, 352 days
2620;SCM;50m freestyle;1;Women;14/12/2024;22.87;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7990 ;21 years, 320 days
2621;SCM;50m freestyle;1;Women;15/12/2024;22.83;WALSH, Gretchen;USA;World Championships;Budapest, Hungary;;Individual;29/01/2003;7991 ;21 years, 321 days
2622;SCM;100m freestyle;2;Women;06/01/1993;53.46;VAN ALMSICK, Franziska;GER;World Cup;Shanghai, China;;Individual;05/04/1978;5390 ;14 years, 276 days
2623;SCM;100m freestyle;2;Women;10/01/1993;53.33;VAN ALMSICK, Franziska;GER;World Cup;Beijing, China;;Individual;05/04/1978;5394 ;14 years, 280 days
2624;SCM;100m freestyle;2;Women;02/12/1993;53.01;LE, Jingyi;CHN;World Championships;Palma de Mallorca, Spain;;Individual;19/03/1975;6833 ;18 years, 258 days
2625;SCM;100m freestyle;2;Women;10/12/1999;52.80;ALSHAMMAR, Therese;SWE;European Championships;Lisbon, Portugal;;Individual;26/08/1977;8141 ;22 years, 106 days
2626;SCM;100m freestyle;2;Women;17/03/2000;52.17;ALSHAMMAR, Therese;SWE;World Championships;Athens, Greece;;Individual;26/08/1977;8239 ;22 years, 204 days
2627;SCM;100m freestyle;2;Women;08/08/2005;51.91;LENTON, Libby;AUS;AUS Nationals;;;Individual;28/01/1985;7497 ;20 years, 192 days
2628;SCM;100m freestyle;2;Women;09/08/2005;51.70;LENTON, Libby;AUS;AUS Nationals;Melbourne, Australia;;Individual;28/01/1985;7498 ;20 years, 193 days
2629;SCM;100m freestyle;2;Women;10/08/2009;51.01;LENTON, Libby;AUS;AUS Nationals;Hobart, Australia;;Individual;28/01/1985;8960 ;24 years, 194 days
2630;SCM;100m freestyle;2;Women;28/11/2015;50.91;CAMPBELL, Cate;AUS;AUS Nationals;Sydney, Australia;;Individual;20/05/1992;8592 ;23 years, 192 days
2631;SCM;100m freestyle;2;Women;03/08/2017;50.77;SJOESTROEM, Sarah;SWE;World Cup;Moscow, Russia;;Individual;17/08/1993;8752 ;23 years, 351 days
2632;SCM;100m freestyle;2;Women;11/08/2017;50.58;SJOESTROEM, Sarah;SWE;World Cup;Eindhoven, Netherlands;;Individual;17/08/1993;8760 ;23 years, 359 days
2633;SCM;100m freestyle;2;Women;26/10/2017;50.25;CAMPBELL, Cate;AUS;AUS Nationals;Adelaide, Australia;;Individual;20/05/1992;9290 ;25 years, 159 days
2634;SCM;200m freestyle;3;Women;09/01/1993;1:55.84;VAN ALMSICK, Franziska;GER;World Cup;Beijing, China;;Individual;05/04/1978;5393 ;14 years, 279 days
2635;SCM;200m freestyle;3;Women;01/12/1995;1:55.42;POLL AHRENS, Claudia Maria;CRC;World Championships;Rio de Janeiro, Brazil;;Individual;21/12/1972;8380 ;22 years, 345 days
2636;SCM;200m freestyle;3;Women;18/04/1997;1:54.17;POLL AHRENS, Claudia Maria;CRC;World Championships;Gothenburg, Sweden;;Individual;21/12/1972;8884 ;24 years, 118 days
2637;SCM;200m freestyle;3;Women;07/04/2002;1:54.04;BENKO, Lindsay;USA;World Championships;Moscow, Russia;;Individual;29/11/1976;9260 ;25 years, 129 days
2638;SCM;200m freestyle;3;Women;19/11/2005;1:53.29;LENTON, Libby;AUS;World Cup;Sydney, Australia;;Individual;28/01/1985;7600 ;20 years, 295 days
2639;SCM;200m freestyle;3;Women;06/12/2008;1:53.18;BALMY, Coralie;FRA;FRA Nationals;Angers, France;;Individual;02/06/1987;7858 ;21 years, 187 days
2640;SCM;200m freestyle;3;Women;14/12/2008;1:51.85;PELLEGRINI, Federica;ITA;European Championships;Rijeka, Croatia;;Individual;05/08/1988;7436 ;20 years, 131 days
2641;SCM;200m freestyle;3;Women;13/12/2009;1:51.17;PELLEGRINI, Federica;ITA;European Championships;Istanbul, Turkey;;Individual;05/08/1988;7800 ;21 years, 130 days
2642;SCM;200m freestyle;3;Women;07/12/2014;1:50.78;SJOESTROEM, Sarah;SWE;World Championships;Doha, Qatar;;Individual;17/08/1993;7782 ;21 years, 112 days
2643;SCM;200m freestyle;3;Women;12/08/2017;1:50.43;SJOESTROEM, Sarah;SWE;World Cup;Eindhoven, Netherlands;;Individual;17/08/1993;8761 ;23 years, 360 days
2644;SCM;200m freestyle;3;Women;16/12/2021;1:50.31;HAUGHEY, Siobhan Bernadette;HKG;World Championships;Abu Dhabi, United Arab Emirates;;Individual;31/10/1997;8812 ;24 years, 46 days
2645;SCM;400m freestyle;4;Women;18/04/1997;4:00.03;POLL AHRENS, Claudia Maria;CRC;World Championships;Gothenburg, Sweden;;Individual;21/12/1972;8884 ;24 years, 118 days
2646;SCM;400m freestyle;4;Women;26/01/2003;3:59.53;BENKO, Lindsay;USA;World Cup;Berlin, Germany;;Individual;29/11/1976;9554 ;26 years, 58 days
2647;SCM;400m freestyle;4;Women;10/12/2005;3:56.79;MANAUDOU, Laure;FRA;European Championships;Trieste, Italy;;Individual;09/10/1986;7002 ;19 years, 62 days
2648;SCM;400m freestyle;4;Women;09/12/2006;3:56.09;MANAUDOU, Laure;FRA;European Championships;Helsinki, Finland;;Individual;09/10/1986;7366 ;20 years, 61 days
2649;SCM;400m freestyle;4;Women;08/08/2009;3:54.92;JACKSON, Joanne;GBR;British Grand Prix;Leeds, United Kingdom;;Individual;12/09/1986;8366 ;22 years, 330 days
2650;SCM;400m freestyle;4;Women;24/11/2012;3:54.85;MUFFAT, Camille;FRA;European Championships;Chartres, France;;Individual;28/10/1989;8428 ;23 years, 27 days
2651;SCM;400m freestyle;4;Women;11/08/2013;3:54.52;BELMONTE, Mireia;ESP;World Cup;Berlin, Germany;;Individual;10/11/1990;8310 ;22 years, 274 days
2652;SCM;400m freestyle;4;Women;04/10/2018;3:53.97;WANG, Jianjiahe;CHN;World Cup;Budapest, Hungary;;Individual;17/07/2002;5923 ;16 years, 79 days
2653;SCM;400m freestyle;4;Women;14/12/2018;3:53.92;TITMUS, Ariarne;AUS;World Championships;Hangzhou, China;;Individual;07/09/2000;6672 ;18 years, 98 days
2654;SCM;400m freestyle;4;Women;27/10/2022;3:51.30;LI, Bingjie;CHN;CHN Nationals;Beijing, China;;Individual;03/03/2002;7543 ;20 years, 238 days
2655;SCM;400m freestyle;4;Women;10/12/2024;3:50.25;MCINTOSH, Summer;CAN;World Championships;Budapest, Hungary;;Individual;18/08/2006;6689 ;18 years, 114 days
2656;SCM;800m freestyle;5;Women;02/12/2001;8:15.15;CHEN, Hua;CHN;World Cup;Shanghai, China;;Individual;20/10/1982;6983 ;19 years, 43 days
2657;SCM;800m freestyle;5;Women;04/02/2002;8:14.35;YAMADA, Sachiko;JPN;JPN Nationals;Tokyo, Japan;;Individual;15/10/1982;7052 ;19 years, 112 days
2658;SCM;800m freestyle;5;Women;09/12/2005;8:11.25;MANAUDOU, Laure;FRA;European Championships;Trieste, Italy;;Individual;09/10/1986;7001 ;19 years, 61 days
2659;SCM;800m freestyle;5;Women;12/10/2007;8:09.68;ZIEGLER, Kate;USA;Alex Athletics Jubil ums Challenge;Essen, Germany;;Individual;27/06/1988;7046 ;19 years, 107 days
2660;SCM;800m freestyle;5;Women;14/10/2007;8:08.00;ZIEGLER, Kate;USA;Alex Athletics Jubil ums Challenge;Essen, Germany;;Individual;27/06/1988;7048 ;19 years, 109 days
2661;SCM;800m freestyle;5;Women;12/12/2008;8:04.53;FILIPPI, Alessia;ITA;European Championships;Rijeka, Croatia;;Individual;23/06/1987;7843 ;21 years, 172 days
2662;SCM;800m freestyle;5;Women;16/11/2012;8:01.06;MUFFAT, Camille;FRA;FRA Nationals;Angers, France;;Individual;28/10/1989;8420 ;23 years, 19 days
2663;SCM;800m freestyle;5;Women;10/08/2013;7:59.34;BELMONTE, Mireia;ESP;World Cup;Berlin, Germany;;Individual;10/11/1990;8309 ;22 years, 273 days
2664;SCM;800m freestyle;5;Women;05/11/2022;7:57.42;LEDECKY, Katie;USA;World Cup;Indianapolis, United States;;Individual;17/03/1997;9364 ;25 years, 233 days
2665;SCM;1500m freestyle;6;Women;20/11/2004;15:42.39;MANAUDOU, Laure;FRA;Regional meet;La Roche-sur-Yon, France;;Individual;09/10/1986;6617 ;18 years, 42 days
2666;SCM;1500m freestyle;6;Women;12/10/2007;15:32.90;ZIEGLER, Kate;USA;Alex Athletics Jubil ums Challenge;Essen, Germany;;Individual;27/06/1988;7046 ;19 years, 107 days
2667;SCM;1500m freestyle;6;Women;29/11/2009;15:28.65;FRIIS, Lotte;DEN;Local Club Meet;Copenhagen, Denmark;;Individual;09/02/1988;7964 ;21 years, 293 days
2668;SCM;1500m freestyle;6;Women;29/11/2013;15:26.95;BELMONTE, Mireia;ESP;ESP Nationals;Castell  de la Plana, Spain;;Individual;10/11/1990;8420 ;23 years, 19 days
2669;SCM;1500m freestyle;6;Women;09/08/2014;15:22.68;BOYLE, Lauren;NZL;Wellington Winter Championships;Wellington, New Zealand;;Individual;14/12/1987;9735 ;26 years, 238 days
2670;SCM;1500m freestyle;6;Women;12/12/2014;15:19.71;BELMONTE, Mireia;ESP;ESP Nationals;Sabadell, Spain;;Individual;10/11/1990;8798 ;24 years, 32 days
2671;SCM;1500m freestyle;6;Women;16/11/2019;15:18.01;KOHLER, Sarah;GER;GER Nationals;Berlin, Germany;;Individual;20/06/1994;9280 ;25 years, 149 days
2672;SCM;1500m freestyle;6;Women;29/10/2022;15:08.24;LEDECKY, Katie;USA;World Cup;Toronto, Canada;;Individual;17/03/1997;9357 ;25 years, 226 days
2673;SCM;50m backstroke;10;Women;13/12/1998;27.27;VOLKER, Sandra;GER;European Championships;Sheffield, United Kingdom;;Individual;01/04/1974;9022 ;24 years, 256 days
2674;SCM;50m backstroke;10;Women;18/03/2000;27.25;COPE, Haley;USA;Women's NCAA Championships;Indianapolis, United States;;Individual;11/04/1979;7647 ;20 years, 342 days
2675;SCM;50m backstroke;10;Women;02/12/2001;26.83;LI, Hui;CHN;World Cup;Shanghai, China;;Individual;;;
2676;SCM;50m backstroke;10;Women;15/12/2007;26.50;JOVANOVIC, Sanja;CRO;European Championships;Debrecen, Hungary;;Individual;15/09/1986;7761 ;21 years, 91 days
2677;SCM;50m backstroke;10;Women;13/04/2008;26.37;JOVANOVIC, Sanja;CRO;World Championships;Manchester, United Kingdom;;Individual;15/09/1986;7881 ;21 years, 211 days
2678;SCM;50m backstroke;10;Women;13/12/2008;26.23;JOVANOVIC, Sanja;CRO;European Championships;Rijeka, Croatia;;Individual;15/09/1986;8125 ;22 years, 89 days
2679;SCM;50m backstroke;10;Women;06/11/2009;26.17;GUEHRER, Marieke;AUS;World Cup;Moscow, Russia;;Individual;09/02/1986;8671 ;23 years, 270 days
2680;SCM;50m backstroke;10;Women;10/11/2009;26.08;ZHAO, Jing;CHN;World Cup;Stockholm, Sweden;;Individual;31/12/1990;6889 ;18 years, 314 days
2681;SCM;50m backstroke;10;Women;10/11/2009;25.82;ZHAO, Jing;CHN;World Cup;Stockholm, Sweden;;Individual;31/12/1990;6889 ;18 years, 314 days
2682;SCM;50m backstroke;10;Women;12/12/2009;25.70;JOVANOVIC, Sanja;CRO;European Championships;Istanbul, Turkey;;Individual;15/09/1986;8489 ;23 years, 88 days
2683;SCM;50m backstroke;10;Women;07/12/2014;25.67;MEDEIROS, Etiene;BRA;World Championships;Doha, Qatar;;Individual;24/05/1991;8598 ;23 years, 197 days
2684;SCM;50m backstroke;10;Women;14/11/2020;25.60;TOUSSAINT, Kira;NED;International Swimming League - Final;Budapest, Hungary;;Individual;22/05/1994;9673 ;26 years, 176 days
2685;SCM;50m backstroke;10;Women;18/12/2020;25.60;TOUSSAINT, Kira;NED;Amsterdam Christmas Meet;Amsterdam, Netherlands;;Individual;22/05/1994;9707 ;26 years, 210 days
2686;SCM;50m backstroke;10;Women;20/12/2021;25.27;MAC NEIL, Margaret;CAN;World Championships;Abu Dhabi, United Arab Emirates;;Individual;26/02/2000;7968 ;21 years, 297 days
2687;SCM;50m backstroke;10;Women;16/12/2022;25.25;MAC NEIL, Margaret;CAN;World Championships;Melbourne, Australia;;Individual;26/02/2000;8329 ;22 years, 293 days
2688;SCM;50m backstroke;10;Women;13/12/2024;25.23;SMITH, Regan;USA;World Championships;Budapest, Hungary;;Individual;09/02/2002;8343 ;22 years, 308 days
2689;SCM;100m backstroke;11;Women;21/11/1993;59.41;MARTINO, Angel;USA;;Stavanger, Norway;;Individual;25/04/1967;9707 ;26 years, 210 days
2690;SCM;100m backstroke;11;Women;03/12/1993;58.50;MARTINO, Angel;USA;World Championships;Palma de Mallorca, Spain;;Individual;25/04/1967;9719 ;26 years, 222 days
2691;SCM;100m backstroke;11;Women;04/03/2001;58.45;NAKAMURA, Reiko;JPN;;Sagamihara, Japan;;Individual;17/05/1982;6866 ;18 years, 291 days
2692;SCM;100m backstroke;11;Women;29/11/2001;57.08;COUGHLIN, Natalie;USA;World Cup;East Meadow, New York, United States;;Individual;23/08/1982;7038 ;19 years, 98 days
2693;SCM;100m backstroke;11;Women;23/11/2002;56.71;COUGHLIN, Natalie;USA;World Cup;East Meadow, New York, United States;;Individual;23/08/1982;7397 ;20 years, 92 days
2694;SCM;100m backstroke;11;Women;28/10/2007;56.51;COUGHLIN, Natalie;USA;;Singapore, Singapore;;Individual;23/08/1982;9197 ;25 years, 66 days
2695;SCM;100m backstroke;11;Women;22/02/2009;56.15;SAKAI, Shiho;JPN;;Tokyo, Japan;;Individual;01/12/1990;6658 ;18 years, 83 days
2696;SCM;100m backstroke;11;Women;15/11/2009;55.23;SAKAI, Shiho;JPN;World Cup;Berlin, Germany;;Individual;01/12/1990;6924 ;18 years, 349 days
2697;SCM;100m backstroke;11;Women;04/12/2014;55.03;HOSSZU, Katinka;HUN;World Championships;Doha, Qatar;;Individual;03/05/1989;9346 ;25 years, 215 days
2698;SCM;100m backstroke;11;Women;27/10/2019;54.89;ATHERTON, Minna;AUS;International Swimming League;Budapest, Hungary;;Individual;17/05/2000;7102 ;19 years, 163 days
2699;SCM;100m backstroke;11;Women;26/09/2024;54.56;MCKEOWN, Kaylee;AUS;AUS Nationals;Adelaide, Australia;;Individual;12/07/2001;8477 ;23 years, 76 days
2700;SCM;100m backstroke;11;Women;25/10/2024;54.41;SMITH, Regan;USA;World Cup;Incheon, South Korea;;Individual;09/02/2002;8294 ;22 years, 259 days
2701;SCM;100m backstroke;11;Women;01/11/2024;54.27;SMITH, Regan;USA;World Cup;Singapore, Singapore;;Individual;09/02/2002;8301 ;22 years, 266 days
2702;SCM;100m backstroke;11;Women;15/12/2024;54.02;SMITH, Regan;USA;World Championships;Budapest, Hungary;;Individual;09/02/2002;8345 ;22 years, 310 days
2703;SCM;200m backstroke;12;Women;01/02/1992;2:07.11;SIMCIC, Anna;NZL;World Cup;Paris, France;;Individual;08/11/1971;7390 ;20 years, 85 days
2704;SCM;200m backstroke;12;Women;05/12/1993;2:06.09;HE, Cihong;CHN;World Championships;Palma de Mallorca, Spain;;Individual;06/06/1975;6757 ;18 years, 182 days
2705;SCM;200m backstroke;12;Women;04/08/2001;2:05.83;STONEY, Clementine;AUS;AUS Nationals;Perth, Australia;;Individual;22/10/1981;7226 ;19 years, 286 days
2706;SCM;200m backstroke;12;Women;05/08/2001;2:04.44;PRICE, Sarah;GBR;AUS Nationals;Perth, Australia;;Individual;19/04/1979;8144 ;22 years, 108 days
2707;SCM;200m backstroke;12;Women;27/11/2001;2:03.62;COUGHLIN, Natalie;USA;World Cup;East Meadow, New York, United States;;Individual;23/08/1982;7036 ;19 years, 96 days
2708;SCM;200m backstroke;12;Women;23/02/2008;2:03.24;NAKAMURA, Reiko;JPN;Japan Open 2008;Tokyo, Japan;;Individual;17/05/1982;9413 ;25 years, 282 days
2709;SCM;200m backstroke;12;Women;11/04/2008;2:00.91;COVENTRY, Kirsty;ZIM;World Championships;Manchester, United Kingdom;;Individual;16/09/1983;8974 ;24 years, 208 days
2710;SCM;200m backstroke;12;Women;14/11/2009;2:00.18;SAKAI, Shiho;JPN;World Cup;Berlin, Germany;;Individual;01/12/1990;6923 ;18 years, 348 days
2711;SCM;200m backstroke;12;Women;22/10/2011;2:00.03;FRANKLIN, Missy;USA;World Cup;Berlin, Germany;;Individual;10/05/1995;6009 ;16 years, 165 days
2712;SCM;200m backstroke;12;Women;05/12/2014;1:59.23;HOSSZU, Katinka;HUN;World Championships;Doha, Qatar;;Individual;03/05/1989;9347 ;25 years, 216 days
2713;SCM;200m backstroke;12;Women;28/11/2020;1:58.94;MCKEOWN, Kaylee;AUS;AUS Nationals;Brisbane, Australia;;Individual;12/07/2001;7079 ;19 years, 139 days
2714;SCM;200m backstroke;12;Women;02/11/2024;1:58.83;SMITH, Regan;USA;World Cup;Singapore, Singapore;;Individual;09/02/2002;8302 ;22 years, 267 days
2715;SCM;200m backstroke;12;Women;15/12/2024;1:58.04;SMITH, Regan;USA;World Championships;Budapest, Hungary;;Individual;09/02/2002;8345 ;22 years, 310 days
2716;SCM;50m breaststroke;13;Women;07/01/1996;31.11;HAN, Xue;CHN;World Cup;Hong Kong, China;;Individual;21/09/1981;5221 ;14 years, 108 days
2717;SCM;50m breaststroke;13;Women;11/01/1996;30.98;HAN, Xue;CHN;World Cup;Beijing, China;;Individual;21/09/1981;5225 ;14 years, 112 days
2718;SCM;50m breaststroke;13;Women;29/01/1997;30.88;HAN, Xue;CHN;World Cup;Glasgow, United Kingdom;;Individual;21/09/1981;5609 ;15 years, 130 days
2719;SCM;50m breaststroke;13;Women;02/02/1997;30.77;HAN, Xue;CHN;World Cup;Gelsenkirchen, Germany;;Individual;21/09/1981;5613 ;15 years, 134 days
2720;SCM;50m breaststroke;13;Women;26/09/1999;30.60;HEYNS, Penny;RSA;RSA Nationals;Durban, South Africa;;Individual;08/11/1974;9088 ;24 years, 322 days
2721;SCM;50m breaststroke;13;Women;03/12/2001;30.56;LI, Wei;CHN;World Cup;Shanghai, China;;Individual;09/03/1979;8305 ;22 years, 269 days
2722;SCM;50m breaststroke;13;Women;03/12/2001;30.56;LUO, Xuejuan;CHN;World Cup;Shanghai, China;;Individual;26/01/1984;6521 ;17 years, 311 days
2723;SCM;50m breaststroke;13;Women;13/12/2001;30.56;IGELSTROM, Emma;SWE;European Championships;Antwerp, Belgium;;Individual;06/03/1980;7952 ;21 years, 282 days
2724;SCM;50m breaststroke;13;Women;04/01/2002;30.53;BAKER, Zoe;GBR;RSA Nationals;Durban, South Africa;;Individual;28/02/1977;9076 ;24 years, 310 days
2725;SCM;50m breaststroke;13;Women;15/01/2002;30.51;BAKER, Zoe;GBR;World Cup;Imperia, Italy;;Individual;28/02/1977;9087 ;24 years, 321 days
2726;SCM;50m breaststroke;13;Women;17/01/2002;30.47;LUO, Xuejuan;CHN;World Cup;Paris, France;;Individual;26/01/1984;6566 ;17 years, 356 days
2727;SCM;50m breaststroke;13;Women;23/01/2002;30.43;IGELSTROM, Emma;SWE;World Cup;Stockholm, Sweden;;Individual;06/03/1980;7993 ;21 years, 323 days
2728;SCM;50m breaststroke;13;Women;27/01/2002;30.31;BAKER, Zoe;GBR;World Cup;Berlin, Germany;;Individual;28/02/1977;9099 ;24 years, 333 days
2729;SCM;50m breaststroke;13;Women;14/03/2002;30.24;IGELSTROM, Emma;SWE;SWE Nationals;Gothenburg, Sweden;;Individual;06/03/1980;8043 ;22 years, 8 days
2730;SCM;50m breaststroke;13;Women;02/04/2002;29.96;IGELSTROM, Emma;SWE;World Championships;Moscow, Russia;;Individual;06/03/1980;8062 ;22 years, 27 days
2731;SCM;50m breaststroke;13;Women;26/09/2004;29.90;EDMISTONE, Jade;AUS;AUS Nationals;Brisbane, Australia;;Individual;06/02/1982;8268 ;22 years, 233 days
2732;SCM;50m breaststroke;13;Women;10/04/2008;29.58;HARDY, Jessica;USA;World Championships;Manchester, United Kingdom;;Individual;12/03/1987;7700 ;21 years, 29 days
