count;Meet;Course;Year;Gender;Event;Rank;Athlete;Country;Time;time1;Margin
223426;Pan American Games;LCM;2003;Women;200m butterfly;1;LACROIX, Audrey;CAN;2:11.02;131.02;1.79
223457;Pan American Games;LCM;2003;Women;100m backstroke;1;MACMANUS, Diana;USA;1:02.50;62.5;0.24
223493;Pan American Games;LCM;2003;Women;200m backstroke;1;REID, Jamie Leigh;USA;2:13.89;133.89;1.50
223518;Pan American Games;LCM;2003;Women;100m breaststroke;1;STITTS, Staciana;USA;1:09.01;69.01;1.08
223553;Pan American Games;LCM;2003;Women;200m breaststroke;1;SPANN, Alexandra Caroline;USA;2:29.76;149.76;1.76
223583;Pan American Games;LCM;2003;Women;200m individual medley;1;MALAR, Joanne;CAN;2:15.93;135.93;0.85
223618;Pan American Games;LCM;2003;Women;400m individual medley;1;BARDACH, Georgina;ARG;4:43.40;283.4;2.78
223717;Pan American Games;LCM;2003;Men;50m freestyle;1;DE QUEIROZ SCHERER, Fernando;BRA;22.40;22.4;0.02
223763;Pan American Games;LCM;2003;Men;100m freestyle;1;MEOLANS, Jose;ARG;49.27;49.27;0.34
223814;Pan American Games;LCM;2003;Men;200m freestyle;1;BOVELL, George;TRI;1:48.90;108.9;0.44
223856;Pan American Games;LCM;2003;Men;400m freestyle;1;MONASTERIO, Ricardo;VEN;3:50.01;230.01;2.61
223890;Pan American Games;LCM;2003;Men;1500m freestyle;1;MONASTERIO, Ricardo;VEN;15:16.98;916.98;2.65
223898;Pan American Games;LCM;2003;Men;100m butterfly;1;MICHAELSON, Benjamin;USA;53.04;53.04;0.24
223939;Pan American Games;LCM;2003;Men;200m butterfly;1;RAAB, Michael;USA;1:57.33;117.33;0.77
223977;Pan American Games;LCM;2003;Men;100m backstroke;1;MARSHALL, Peter;USA;55.52;55.52;0.29
224012;Pan American Games;LCM;2003;Men;200m backstroke;1;AOKI ROMERO, Rogerio;BRA;1:59.92;119.92;0.82
224046;Pan American Games;LCM;2003;Men;100m breaststroke;1;GANGLOFF, Mark;USA;1:00.95;60.95;0.76
224082;Pan American Games;LCM;2003;Men;200m breaststroke;1;SALYARDS, Kyle;USA;2:13.37;133.37;2.40
224117;Pan American Games;LCM;2003;Men;200m individual medley;1;BOVELL, George;TRI;1:59.49;119.49;2.82
224155;Pan American Games;LCM;2003;Men;400m individual medley;1;MARGALIS, Robert;USA;4:19.09;259.09;0.56
224268;Pan American Games;LCM;2007;Women;50m freestyle;1;GUSMAO, Rebeca;BRA;25.05;25.05;0.17
224315;Pan American Games;LCM;2007;Women;100m freestyle;1;GUSMAO, Rebeca;BRA;55.17;55.17;0.61
224361;Pan American Games;LCM;2007;Women;200m freestyle;1;OHLGREN, Ava B;USA;2:00.03;120.03;0.26
224404;Pan American Games;LCM;2007;Women;400m freestyle;1;RODRIGUEZ, Jessica;USA;4:12.22;252.22;1.12
224434;Pan American Games;LCM;2007;Women;800m freestyle;1;BURCKLE, Caroline;USA;8:35.10;515.1;3.82
224450;Pan American Games;LCM;2007;Women;100m butterfly;1;HERSEY, Kathleen;USA;59.21;59.21;0.77
224496;Pan American Games;LCM;2007;Women;200m butterfly;1;HERSEY, Kathleen;USA;2:07.64;127.64;5.11
224539;Pan American Games;LCM;2007;Women;100m backstroke;1;SMIT, Julia;USA;1:02.01;62.01;0.17
224582;Pan American Games;LCM;2007;Women;200m backstroke;1;CRIPPEN, Teresa;USA;2:10.57;130.57;0.61
224625;Pan American Games;LCM;2007;Women;100m breaststroke;1;MCKEEHAN, Michelle Elisabeth;USA;1:08.49;68.49;0.23
224672;Pan American Games;LCM;2007;Women;200m breaststroke;1;LEVERENZ, Caitlin;USA;2:25.62;145.62;1.17
224715;Pan American Games;LCM;2007;Women;200m individual medley;1;SMIT, Julia;USA;2:13.07;133.07;0.81
224736;Pan American Games;LCM;2007;Women;400m individual medley;1;HERSEY, Kathleen;USA;4:44.08;284.08;2.10
224957;Pan American Games;LCM;2007;Men;50m freestyle;1;CIELO FILHO, Cesar;BRA;21.84;21.84;0.34
225004;Pan American Games;LCM;2007;Men;100m freestyle;1;CIELO FILHO, Cesar;BRA;48.79;48.79;0.63
225048;Pan American Games;LCM;2007;Men;200m freestyle;1;OWEN, Matthew A;USA;1:48.78;108.78;0.17
225097;Pan American Games;LCM;2007;Men;400m freestyle;1;PATTON, Matthew Edward;USA;3:49.77;229.77;0.85
225122;Pan American Games;LCM;2007;Men;1500m freestyle;1;PETERSON, Chip;USA;15:12.33;912.33;10.95
225139;Pan American Games;LCM;2007;Men;100m butterfly;1;ALMEIDA, Kaio Marcio;BRA;52.05;52.05;0.38
225183;Pan American Games;LCM;2007;Men;200m butterfly;1;ALMEIDA, Kaio Marcio;BRA;1:55.45;115.45;1.62
225226;Pan American Games;LCM;2007;Men;100m backstroke;1;BAL, Randall;USA;53.66;53.66;0.98
225268;Pan American Games;LCM;2007;Men;200m backstroke;1;PEREIRA, Thiago;BRA;1:58.42;118.42;0.82
225291;Pan American Games;LCM;2007;Men;100m breaststroke;1;DICKENS, Andrew ;CAN;1:01.20;61.2;0.04
225334;Pan American Games;LCM;2007;Men;200m breaststroke;1;PEREIRA, Thiago;BRA;2:13.51;133.51;0.32
225375;Pan American Games;LCM;2007;Men;200m individual medley;1;PEREIRA, Thiago;BRA;1:57.79;117.79;2.90
225419;Pan American Games;LCM;2007;Men;400m individual medley;1;PEREIRA, Thiago;BRA;4:11.14;251.14;6.38
225612;Pan American Games;LCM;2011;Women;50m freestyle;1;JACKSON, Lara;USA;25.09;25.09;0.14
225647;Pan American Games;LCM;2011;Women;100m freestyle;1;KENDALL, Amanda;USA;54.75;54.75;0.29
225684;Pan American Games;LCM;2011;Women;200m freestyle;1;BREED, Catherine;USA;2:00.08;120.08;0.54
225712;Pan American Games;LCM;2011;Women;400m freestyle;1;RYAN, Gillian;USA;4:11.58;251.58;0.23
225744;Pan American Games;LCM;2011;Women;800m freestyle;1;KOBRICH, Kristel;CHI;8:34.71;514.71;3.67
225769;Pan American Games;LCM;2011;Women;100m butterfly;1;DONAHUE, Claire;USA;58.73;58.73;0.57
225808;Pan American Games;LCM;2011;Women;200m butterfly;1;VANDENBERG, Kim;USA;2:10.54;130.54;1.80
225832;Pan American Games;LCM;2011;Women;100m backstroke;1;BOOTSMA, Rachel;USA;1:00.37;60.37;0.75
225869;Pan American Games;LCM;2011;Women;200m backstroke;1;PELTON, Elizabeth;USA;2:08.99;128.99;3.58
225903;Pan American Games;LCM;2011;Women;100m breaststroke;1;CHANDLER GREVERS, Annie;USA;1:07.90;67.9;0.65
225939;Pan American Games;LCM;2011;Women;200m breaststroke;1;MCGREGOR, Ashley;CAN;2:28.04;148.04;1.26
225968;Pan American Games;LCM;2011;Women;200m individual medley;1;SMIT, Julia;USA;2:13.73;133.73;1.02
226007;Pan American Games;LCM;2011;Women;400m individual medley;1;SMIT, Julia;USA;4:46.15;286.15;0.18
226237;Pan American Games;LCM;2011;Men;50m freestyle;1;CIELO FILHO, Cesar;BRA;21.58;21.58;0.47
226275;Pan American Games;LCM;2011;Men;100m freestyle;1;CIELO FILHO, Cesar;BRA;47.84;47.84;0.50
226315;Pan American Games;LCM;2011;Men;200m freestyle;1;FRASER, Brett;CAY;1:47.18;107.18;1.11
226351;Pan American Games;LCM;2011;Men;400m freestyle;1;DESPOND, Frank;CAN;4:00.16;240.16;0.45
226379;Pan American Games;LCM;2011;Men;1500m freestyle;1;FRAYLER, Arthur;USA;15:19.59;919.59;2.60
226400;Pan American Games;LCM;2011;Men;100m butterfly;1;SUBIRATS, Albert;VEN;52.37;52.37;0.30
226432;Pan American Games;LCM;2011;Men;200m butterfly;1;DE DEUS, Leonardo;BRA;1:57.92;117.92;0.60
226463;Pan American Games;LCM;2011;Men;100m backstroke;1;PEREIRA, Thiago;BRA;54.56;54.56;0.05
226484;Pan American Games;LCM;2011;Men;200m backstroke;1;PEREIRA, Thiago;BRA;1:57.19;117.19;1.12
226503;Pan American Games;LCM;2011;Men;100m breaststroke;1;FRANCA SILVA, Felipe;BRA;1:00.34;60.34;0.65
226542;Pan American Games;LCM;2011;Men;200m breaststroke;1;MAHONEY, Sean;USA;2:11.62;131.62;0.98
226575;Pan American Games;LCM;2011;Men;200m individual medley;1;PEREIRA, Thiago;BRA;1:58.07;118.07;0.57
226602;Pan American Games;LCM;2011;Men;400m individual medley;1;PEREIRA, Thiago;BRA;4:16.68;256.68;1.54
226820;Pan American Games;LCM;2015;Women;50m freestyle;1;VANDERPOOL-WALLACE, Arianna;BAH;24.38;24.38;0.17
226863;Pan American Games;LCM;2015;Women;100m freestyle;1;VAN LANDEGHEM, Chantal;CAN;53.83;53.83;0.23
226907;Pan American Games;LCM;2015;Women;200m freestyle;1;SCHMITT, Allison;USA;1:56.23;116.23;1.32
226943;Pan American Games;LCM;2015;Women;400m freestyle;1;OVERHOLT, Emily;CAN;4:08.42;248.42;0.25
226976;Pan American Games;LCM;2015;Women;800m freestyle;1;SCHMIDT, Sierra;USA;8:27.54;507.54;2.25
226992;Pan American Games;LCM;2015;Women;100m butterfly;1;DAHLIA, Kelsi;USA;57.78;57.78;0.22
227028;Pan American Games;LCM;2015;Women;200m butterfly;1;LACROIX, Audrey;CAN;2:07.68;127.68;1.63
227061;Pan American Games;LCM;2015;Women;100m backstroke;1;MEDEIROS, Etiene;BRA;59.61;59.61;0.45
227096;Pan American Games;LCM;2015;Women;200m backstroke;1;CALDWELL, Hilary;CAN;2:08.22;128.22;1.52
227129;Pan American Games;LCM;2015;Women;100m breaststroke;1;MEILI, Katie;USA;1:06.26;66.26;0.33
227163;Pan American Games;LCM;2015;Women;200m breaststroke;1;SMITH, Kierra;CAN;2:24.38;144.38;0.13
227194;Pan American Games;LCM;2015;Women;200m individual medley;1;LEVERENZ, Caitlin;USA;2:10.51;130.51;0.75
227223;Pan American Games;LCM;2015;Women;400m individual medley;1;LEVERENZ, Caitlin;USA;4:35.46;275.46;2.57
227424;Pan American Games;LCM;2015;Men;50m freestyle;1;SCHNEIDER, Josh;USA;21.86;21.86;0.05
227464;Pan American Games;LCM;2015;Men;100m freestyle;1;GRABICH, Federico;ARG;48.26;48.26;0.31
227504;Pan American Games;LCM;2015;Men;200m freestyle;1;DE LUCCA, Joao;BRA;1:46.42;106.42;1.20
227541;Pan American Games;LCM;2015;Men;400m freestyle;1;COCHRANE, Ryan;CAN;3:48.29;228.29;1.40
227575;Pan American Games;LCM;2015;Men;1500m freestyle;1;COCHRANE, Ryan;CAN;15:06.40;906.4;3.52
227592;Pan American Games;LCM;2015;Men;100m butterfly;1;SMITH, Giles;USA;52.04;52.04;0.05
227625;Pan American Games;LCM;2015;Men;200m butterfly;1;DE DEUS, Leonardo;BRA;1:55.01;115.01;1.89
227658;Pan American Games;LCM;2015;Men;100m backstroke;1;THOMAN, Nick;USA;53.20;53.2;0.15
227690;Pan American Games;LCM;2015;Men;200m backstroke;1;LEHANE, Sean Michael;USA;1:57.47;117.47;0.71
227727;Pan American Games;LCM;2015;Men;100m breaststroke;1;FRANCA SILVA, Felipe;BRA;59.21;59.21;0.80
227763;Pan American Games;LCM;2015;Men;200m breaststroke;1;SIMON, Thiago;BRA;2:09.82;129.82;1.69
227801;Pan American Games;LCM;2015;Men;200m individual medley;1;RODRIGUES, Henrique;BRA;1:57.06;117.06;0.36
227837;Pan American Games;LCM;2015;Men;400m individual medley;1;ALMEIDA, Brandonn;BRA;4:14.47;254.47;1.69
228049;Pan American Games;LCM;2019;Women;50m freestyle;1;MEDEIROS, Etiene;BRA;24.88;24.88;0.15
228094;Pan American Games;LCM;2019;Women;100m freestyle;1;GEER, Margo;USA;54.17;54.17;0.87
228138;Pan American Games;LCM;2019;Women;200m freestyle;1;RASMUS, Claire Elizabeth;USA;1:58.64;118.64;0.06
228179;Pan American Games;LCM;2019;Women;400m freestyle;1;PIGNATIELLO, Delfina;ARG;4:10.86;250.86;1.11
228206;Pan American Games;LCM;2019;Women;800m freestyle;1;PIGNATIELLO, Delfina;ARG;8:29.42;509.42;4.76
228220;Pan American Games;LCM;2019;Women;1500m freestyle;1;PIGNATIELLO, Delfina;ARG;16:16.54;976.54;1.65
228232;Pan American Games;LCM;2019;Women;100m butterfly;1;STEWART, Kendyl;USA;58.49;58.49;0.44
228269;Pan American Games;LCM;2019;Women;200m butterfly;1;BARDACH MARTIN, Virginia;ARG;2:10.87;130.87;0.81
228299;Pan American Games;LCM;2019;Women;100m backstroke;1;BACON, Phoebe;USA;59.47;59.47;0.87
228339;Pan American Games;LCM;2019;Women;200m backstroke;1;WALSH, Alex;USA;2:08.30;128.3;0.09
228376;Pan American Games;LCM;2019;Women;100m breaststroke;1;LAZOR, Annie;USA;1:06.94;66.94;0.15
228413;Pan American Games;LCM;2019;Women;200m breaststroke;1;LAZOR, Annie;USA;2:21.40;141.4;0.44
228450;Pan American Games;LCM;2019;Women;200m individual medley;1;WALSH, Alex;USA;2:11.24;131.24;0.12
228488;Pan American Games;LCM;2019;Women;400m individual medley;1;CIEPLUCHA, Tessa;CAN;4:39.90;279.9;1.15
228853;Pan American Games;LCM;2019;Men;50m freestyle;1;FRATUS, Bruno;BRA;21.61;21.61;0.26
228901;Pan American Games;LCM;2019;Men;100m freestyle;1;CHIERIGHINI, Marcelo;BRA;48.09;48.09;0.08
228946;Pan American Games;LCM;2019;Men;200m freestyle;1;SCHEFFER, Fernando;BRA;1:46.68;106.68;0.79
228984;Pan American Games;LCM;2019;Men;400m freestyle;1;ABRUZZO, Andrew;USA;3:48.41;228.41;1.19
229018;Pan American Games;LCM;2019;Men;800m freestyle;1;ABRUZZO, Andrew;USA;7:54.70;474.7;1.67
229031;Pan American Games;LCM;2019;Men;1500m freestyle;1;COSTA, Guilherme;BRA;15:09.93;909.93;4.31
229049;Pan American Games;LCM;2019;Men;100m butterfly;1;SHIELDS, Tom;USA;51.59;51.59;0.04
229088;Pan American Games;LCM;2019;Men;200m butterfly;1;DE DEUS, Leonardo;BRA;1:55.86;115.86;1.49
229125;Pan American Games;LCM;2019;Men;100m backstroke;1;CARR, Daniel;USA;53.50;53.5;0.04
229164;Pan American Games;LCM;2019;Men;200m backstroke;1;CARR, Daniel;USA;1:58.13;118.13;0.17
229203;Pan American Games;LCM;2019;Men;100m breaststroke;1;GOMES JUNIOR, Joao;BRA;59.51;59.51;0.06
229246;Pan American Games;LCM;2019;Men;200m breaststroke;1;LICON, Will;USA;2:07.62;127.62;0.54
229285;Pan American Games;LCM;2019;Men;200m individual medley;1;LICON, Will;USA;1:59.13;119.13;0.99
229325;Pan American Games;LCM;2019;Men;400m individual medley;1;SWANSON, Charlie;USA;4:11.46;251.46;7.95
229540;Pan American Games;LCM;2023;Women;50m freestyle;1;MACNEIL, Margaret;CAN;24.84;24.84;0.00
229590;Pan American Games;LCM;2023;Women;100m freestyle;1;MACNEIL, Margaret;CAN;53.64;53.64;0.49
229645;Pan American Games;LCM;2023;Women;200m freestyle;1;HARVEY, Mary-Sophie;CAN;1:58.08;118.08;0.04
229685;Pan American Games;LCM;2023;Women;400m freestyle;1;MADDEN, Paige;USA;4:06.45;246.45;0.23
229718;Pan American Games;LCM;2023;Women;800m freestyle;1;MADDEN, Paige;USA;8:27.99;507.99;0.51
229734;Pan American Games;LCM;2023;Women;1500m freestyle;1;STEGE, Rachel;USA;16:13.59;973.59;1.00
229746;Pan American Games;LCM;2023;Women;100m butterfly;1;MACNEIL, Margaret;CAN;56.94;56.94;0.91
229790;Pan American Games;LCM;2023;Women;200m butterfly;1;LUTHER, Dakota;USA;2:09.97;129.97;0.28
229824;Pan American Games;LCM;2023;Women;100m backstroke;1;FULLER, Josephine;USA;59.67;59.67;0.17
229866;Pan American Games;LCM;2023;Women;200m backstroke;1;NOBLE, Kennedy;USA;2:08.03;128.03;4.76
229908;Pan American Games;LCM;2023;Women;100m breaststroke;1;NICOL, Rachel;CAN;1:07.28;67.28;0.27
229947;Pan American Games;LCM;2023;Women;200m breaststroke;1;PICKREM, Sydney;CAN;2:23.39;143.39;0.10
229984;Pan American Games;LCM;2023;Women;200m individual medley;1;PICKREM, Sydney;CAN;2:09.04;129.04;2.88
230024;Pan American Games;LCM;2023;Women;400m individual medley;1;BROUSSEAU, Julie;CAN;4:43.76;283.76;0.51
230475;Pan American Games;LCM;2023;Men;50m freestyle;1;CURTISS, David;USA;21.85;21.85;0.05
230524;Pan American Games;LCM;2023;Men;100m freestyle;1;SANTOS, Guilherme;BRA;48.06;48.06;0.32
230571;Pan American Games;LCM;2023;Men;200m freestyle;1;CARROZZA, Coby;USA;1:47.37;107.37;0.19
230611;Pan American Games;LCM;2023;Men;400m freestyle;1;COSTA, Guilherme;BRA;3:46.79;226.79;0.83
230650;Pan American Games;LCM;2023;Men;800m freestyle;1;COSTA, Guilherme;BRA;7:53.01;473.01;1.45
230672;Pan American Games;LCM;2023;Men;1500m freestyle;1;COSTA, Guilherme;BRA;15:09.29;909.29;3.65
230690;Pan American Games;LCM;2023;Men;100m butterfly;1;MILLER, Luke;USA;51.98;51.98;0.54
230735;Pan American Games;LCM;2023;Men;200m butterfly;1;LAUR, Mason;USA;1:56.44;116.44;0.81
230766;Pan American Games;LCM;2023;Men;100m backstroke;1;CHANEY, Adam;USA;54.20;54.2;0.03
230806;Pan American Games;LCM;2023;Men;200m backstroke;1;AIKINS, Jack;USA;1:56.58;116.58;0.61
230840;Pan American Games;LCM;2023;Men;100m breaststroke;1;FOSTER, Jake;USA;59.99;59.99;0.44
230883;Pan American Games;LCM;2023;Men;200m breaststroke;1;FOSTER, Jake;USA;2:10.71;130.71;0.18
230923;Pan American Games;LCM;2023;Men;200m individual medley;1;KNOX, Finlay;CAN;1:58.74;118.74;1.15
230964;Pan American Games;LCM;2023;Men;400m individual medley;1;LITHERLAND, Jay;USA;4:15.44;255.44;1.61
231196;Youth Olympic Games;LCM;2010;Women;50m freestyle;1;TANG, Yi;CHN;25.40;25.4;0.00
231283;Youth Olympic Games;LCM;2010;Women;100m freestyle;1;TANG, Yi;CHN;54.46;54.46;0.91
231361;Youth Olympic Games;LCM;2010;Women;200m freestyle;1;TANG, Yi;CHN;1:58.78;118.78;2.21
231410;Youth Olympic Games;LCM;2010;Women;400m freestyle;1;KAPAS, Boglarka;HUN;4:10.37;250.37;3.91
231444;Youth Olympic Games;LCM;2010;Women;50m butterfly;1;LIU, Lan;CHN;26.97;26.97;0.09
231491;Youth Olympic Games;LCM;2010;Women;100m butterfly;1;LIU, Lan;CHN;59.67;59.67;0.40
231547;Youth Olympic Games;LCM;2010;Women;200m butterfly;1;KAPAS, Boglarka;HUN;2:08.72;128.72;1.39
231578;Youth Olympic Games;LCM;2010;Women;50m backstroke;1;CINI, Mathilde;FRA;29.19;29.19;0.15
231624;Youth Olympic Games;LCM;2010;Women;100m backstroke;1;ZEVINA, Daryna;UKR;1:01.51;61.51;0.46
231684;Youth Olympic Games;LCM;2010;Women;200m backstroke;1;BAI, Anqi;CHN;2:11.46;131.46;0.74
231724;Youth Olympic Games;LCM;2010;Women;50m breaststroke;1;NICOL, Rachel;CAN;32.06;32.06;0.38
231772;Youth Olympic Games;LCM;2010;Women;100m breaststroke;1;VAN BEILEN, Tera;CAN;1:08.95;68.95;0.11
231826;Youth Olympic Games;LCM;2010;Women;200m breaststroke;1;SELIG, Emily;AUS;2:27.78;147.78;1.61
231854;Youth Olympic Games;LCM;2010;Women;200m individual medley;1;JONES, Kaitlyn;USA;2:14.53;134.53;0.60
232232;Youth Olympic Games;LCM;2010;Men;50m freestyle;1;GOVOROV, Andrii;UKR;22.35;22.35;0.47
232307;Youth Olympic Games;LCM;2010;Men;100m freestyle;1;METELLA, Mehdy;FRA;49.99;49.99;0.26
232385;Youth Olympic Games;LCM;2010;Men;200m freestyle;1;USHAKOV, Andrey;RUS;1:49.81;109.81;0.17
232436;Youth Olympic Games;LCM;2010;Men;400m freestyle;1;DAI, Jun;CHN;3:50.91;230.91;0.46
232472;Youth Olympic Games;LCM;2010;Men;50m butterfly;1;GOVOROV, Andrii;UKR;23.64;23.64;0.41
232517;Youth Olympic Games;LCM;2010;Men;100m butterfly;1;CHANG, Gyucheol;KOR;53.13;53.13;0.18
232577;Youth Olympic Games;LCM;2010;Men;200m butterfly;1;BICZO, Bence;HUN;1:55.89;115.89;0.96
232606;Youth Olympic Games;LCM;2010;Men;50m backstroke;1;HOMER, Christian;TRI;26.36;26.36;0.09
232630;Youth Olympic Games;LCM;2010;Men;100m backstroke;1;HE, Jianbin;CHN;55.16;55.16;0.12
232683;Youth Olympic Games;LCM;2010;Men;200m backstroke;1;BERNEK, Peter;HUN;1:59.18;119.18;0.21
232711;Youth Olympic Games;LCM;2010;Men;50m breaststroke;1;CAPAN, Ivan;CRO;28.55;28.55;0.04
232753;Youth Olympic Games;LCM;2010;Men;100m breaststroke;1;SCHAFER, Nick;AUS;1:01.38;61.38;0.06
232807;Youth Olympic Games;LCM;2010;Men;200m breaststroke;1;BIZZARRI, Flavio;ITA;2:13.31;133.31;0.34
232835;Youth Olympic Games;LCM;2010;Men;200m individual medley;1;LE CLOS, Chad;RSA;2:00.68;120.68;1.83
233024;Youth Olympic Games;LCM;2014;Women;50m freestyle;1;NASRETDINOVA, Rozaliya;RUS;24.88;24.88;0.39
233096;Youth Olympic Games;LCM;2014;Women;100m freestyle;1;SHEN, Duo;CHN;53.84;53.84;0.77
233156;Youth Olympic Games;LCM;2014;Women;200m freestyle;1;SHEN, Duo;CHN;1:56.12;116.12;0.70
233200;Youth Olympic Games;LCM;2014;Women;400m freestyle;1;MOORE, Hannah;USA;4:11.05;251.05;0.18
233241;Youth Olympic Games;LCM;2014;Women;800m freestyle;1;QUADARELLA, Simona;ITA;8:35.39;515.39;1.56
233268;Youth Olympic Games;LCM;2014;Women;50m butterfly;1;NASRETDINOVA, Rozaliya;RUS;26.26;26.26;0.36
233323;Youth Olympic Games;LCM;2014;Women;100m butterfly;1;SZILAGYI, Liliana;HUN;57.67;57.67;0.28
233377;Youth Olympic Games;LCM;2014;Women;200m butterfly;1;SZILAGYI, Liliana;HUN;2:06.59;126.59;1.63
233414;Youth Olympic Games;LCM;2014;Women;50m backstroke;1;DE WAARD, Maaike;NED;28.36;28.36;0.30
233476;Youth Olympic Games;LCM;2014;Women;100m backstroke;1;SMIDDY, Clara Mae;USA;1:01.22;61.22;0.01
233535;Youth Olympic Games;LCM;2014;Women;200m backstroke;1;MOORE, Hannah;USA;2:10.42;130.42;0.00
233571;Youth Olympic Games;LCM;2014;Women;50m breaststroke;1;MEILUTYTE, Ruta;LTU;30.14;30.14;1.64
233627;Youth Olympic Games;LCM;2014;Women;100m breaststroke;1;MEILUTYTE, Ruta;LTU;1:05.39;65.39;2.10
233680;Youth Olympic Games;LCM;2014;Women;200m breaststroke;1;MALYAVINA, Anastasiya;UKR;2:26.43;146.43;0.88
233711;Youth Olympic Games;LCM;2014;Women;200m individual medley;1;NGUYEN, Anh Vien;VIE;2:12.66;132.66;0.55
234106;Youth Olympic Games;LCM;2014;Men;50m freestyle;1;YU, Hexin;CHN;22.00;22;0.43
234182;Youth Olympic Games;LCM;2014;Men;100m freestyle;1;SANTANA, Matheus;BRA;48.25;48.25;0.81
234243;Youth Olympic Games;LCM;2014;Men;200m freestyle;1;DI FABIO, Nicolangelo;ITA;1:48.45;108.45;0.14
234283;Youth Olympic Games;LCM;2014;Men;400m freestyle;1;ROMANCHUK, Mykhailo;UKR;3:49.76;229.76;1.56
234322;Youth Olympic Games;LCM;2014;Men;800m freestyle;1;AKARAM, Ahmed;EGY;7:54.29;474.29;2.05
234347;Youth Olympic Games;LCM;2014;Men;50m butterfly;1;YU, Hexin;CHN;23.69;23.69;0.12
234416;Youth Olympic Games;LCM;2014;Men;100m butterfly;1;LI, Zhuhao;CHN;52.94;52.94;0.03
234465;Youth Olympic Games;LCM;2014;Men;200m butterfly;1;KENDERESI, Tamas;HUN;1:55.95;115.95;1.76
234495;Youth Olympic Games;LCM;2014;Men;50m backstroke;1;RYLOV, Evgeny;RUS;25.09;25.09;0.35
234546;Youth Olympic Games;LCM;2014;Men;100m backstroke;1;RYLOV, Evgeny;RUS;54.24;54.24;0.00
234606;Youth Olympic Games;LCM;2014;Men;200m backstroke;1;LI, Guangyuan;CHN;1:56.94;116.94;0.14
234643;Youth Olympic Games;LCM;2014;Men;50m breaststroke;1;OBROVAC, Nikola;CRO;27.83;27.83;0.11
234705;Youth Olympic Games;LCM;2014;Men;100m breaststroke;1;CHUPKOV, Anton;RUS;1:01.29;61.29;0.22
234766;Youth Olympic Games;LCM;2014;Men;200m breaststroke;1;WATANABE, Ippei;JPN;2:11.31;131.31;0.43
234797;Youth Olympic Games;LCM;2014;Men;200m individual medley;1;GRATZ, Benjamin;HUN;2:01.08;121.08;1.24
234965;Youth Olympic Games;LCM;2018;Women;50m freestyle;1;SEEMANOVA, Barbora;CZE;25.14;25.14;0.25
235043;Youth Olympic Games;LCM;2018;Women;100m freestyle;1;SEEMANOVA, Barbora;CZE;54.19;54.19;0.24
235112;Youth Olympic Games;LCM;2018;Women;200m freestyle;1;KESELY, Ajna;HUN;1:57.88;117.88;0.17
235154;Youth Olympic Games;LCM;2018;Women;400m freestyle;1;KESELY, Ajna;HUN;4:07.14;247.14;3.26
235188;Youth Olympic Games;LCM;2018;Women;800m freestyle;1;KESELY, Ajna;HUN;8:27.60;507.6;4.82
235209;Youth Olympic Games;LCM;2018;Women;50m butterfly;1;JUNEVIK, Sara;SWE;26.40;26.4;0.22
235272;Youth Olympic Games;LCM;2018;Women;100m butterfly;1;EGOROVA, Polina;RUS;59.22;59.22;0.22
235325;Youth Olympic Games;LCM;2018;Women;200m butterfly;1;BERECZ, Blanka;HUN;2:10.37;130.37;1.34
235349;Youth Olympic Games;LCM;2018;Women;50m backstroke;1;MCKEOWN, Kaylee;AUS;28.28;28.28;0.10
235412;Youth Olympic Games;LCM;2018;Women;100m backstroke;1;VASKINA, Daria;RUS;1:00.45;60.45;0.13
235462;Youth Olympic Games;LCM;2018;Women;200m backstroke;1;SALCUTAN, Tatiana;MDA;2:10.13;130.13;0.19
235496;Youth Olympic Games;LCM;2018;Women;50m breaststroke;1;SELEIKAITE, Agne;LTU;31.37;31.37;0.05
235563;Youth Olympic Games;LCM;2018;Women;100m breaststroke;1;MAKAROVA, Anastasia R;RUS;1:07.88;67.88;1.02
235632;Youth Olympic Games;LCM;2018;Women;200m breaststroke;1;ASABA, Shiori;JPN;2:26.80;146.8;1.38
235676;Youth Olympic Games;LCM;2018;Women;200m individual medley;1;GORBENKO, Anastasia;ISR;2:12.88;132.88;1.10
236019;Youth Olympic Games;LCM;2018;Men;50m freestyle;1;CECCON, Thomas;ITA;22.33;22.33;0.04
236099;Youth Olympic Games;LCM;2018;Men;100m freestyle;1;MINAKOV, Andrei;RUS;49.23;49.23;0.03
236169;Youth Olympic Games;LCM;2018;Men;200m freestyle;1;MILAK, Kristof;HUN;1:47.73;107.73;0.41
236213;Youth Olympic Games;LCM;2018;Men;400m freestyle;1;MILAK, Kristof;HUN;3:48.08;228.08;0.47
236253;Youth Olympic Games;LCM;2018;Men;800m freestyle;1;NGUYEN, Huy Hoang;VIE;7:50.20;470.2;3.65
236279;Youth Olympic Games;LCM;2018;Men;50m butterfly;1;MINAKOV, Andrei;RUS;23.62;23.62;0.01
236353;Youth Olympic Games;LCM;2018;Men;100m butterfly;1;MINAKOV, Andrei;RUS;51.12;51.12;0.38
236425;Youth Olympic Games;LCM;2018;Men;200m butterfly;1;MILAK, Kristof;HUN;1:54.89;114.89;1.00
236469;Youth Olympic Games;LCM;2018;Men;50m backstroke;1;KOLESNIKOV, Kliment;RUS;24.40;24.4;0.87
